nid,vid,type,language,title,uid,status,created,changed,comment,promote,moderate,sticky,tnid,translate
1,21388,page,,Promotions,19,1,1228519602,1441903854,0,0,0,0,0,0
6,18998,page,,Home Page,19,1,1229040615,1412137346,0,1,0,0,0,0
7,20231,webform,,Submit an Event,19,1,1229121875,1427309957,0,0,0,0,0,0
8,14139,listing,,Vern Miller Civic Center and Grounds,1,1,1229468174,1369271251,0,0,0,0,0,0
13,13,page,,http://localhost/travelsalem/admin/build/block/configure/block/6,1,1,1231281504,1231281504,0,0,0,0,0,0
16,14749,page,,Lodging,1,1,1231822674,1374694421,0,0,0,0,0,0
17,19754,page,,Shopping,19,1,1231822749,1422034689,0,0,0,0,0,0
18,14794,page,,Arts & Entertainment,19,1,1231822806,1375210846,0,0,0,0,0,0
20,16908,page,,Meeting and Group Planners,1,1,1231822950,1392917301,0,0,0,0,0,0
21,18568,page,,Dining/Culinary,19,1,1231826367,1406669961,0,0,0,0,0,0
22,18103,page,,Recreation,1,1,1231826464,1402355000,0,0,0,0,0,0
23,21714,page,,Resources,1,1,1231826517,1445375531,0,0,0,0,0,0
24,14685,page,,Media,1,1,1231826852,1374103555,0,0,0,0,0,0
25,20160,page,,Members,1,1,1231826881,1426696876,0,0,0,0,0,0
26,21740,page,,About Us,1,1,1231826924,1445544951,0,0,0,0,0,0
28,16907,page,,"Local Events, Activities, Programs and Exhibits",1,0,1231828561,1392917236,0,0,0,0,0,0
31,1720,page,,Statewide Promotions,1,1,1231828689,1241473681,0,0,0,0,0,0
33,2279,page,,REEL TO REAL,1,1,1231829644,1245967127,0,0,0,0,0,0
34,18553,page,,The Adventurer,1,1,1231829697,1406569215,0,0,0,0,0,0
35,21009,page,,The Culture Seeker,1,1,1231829738,1435103224,0,0,0,0,0,0
36,21011,page,,The Family of Voyagers,1,1,1231829770,1435103493,0,0,0,0,0,0
37,17637,page,,The Gourmand,1,1,1231829843,1398533424,0,0,0,0,0,0
38,21012,page,,The Naturalist,1,1,1231829878,1435103615,0,0,0,0,0,0
39,21013,page,,The Relaxer,1,1,1231829913,1435103829,0,0,0,0,0,0
40,21571,page,,Salem and Mid-Willamette Valley Packages & Specials,19,1,1231829958,1444148567,0,0,0,0,0,0
41,1714,page,,Facility by Capacity,1,1,1231830510,1241472449,0,0,0,0,0,0
42,1656,page,,Facility by Venue Type,1,1,1231830582,1240955930,0,0,0,0,0,0
43,20809,page,,Free Personal Assistance,1,1,1231830620,1433365160,0,0,0,0,0,0
44,5451,page,,Group Tours,1,1,1231830650,1270252846,0,0,0,0,0,0
46,21475,page,,Media Kit,1,1,1231830731,1443029563,0,0,0,0,0,0
47,47,page,,Reports & Research,1,1,1231830759,1231830759,0,0,0,0,0,0
48,18884,page,,Archives,1,1,1231830786,1411058667,0,0,0,0,0,0
49,49,page,,The Romantic Wine Country of Oregon's Willamette Valley,1,1,1231830849,1231830849,0,0,0,0,0,0
50,50,page,,Gardens of Eden,1,1,1231830884,1231830884,0,0,0,0,0,0
51,51,page,,Recreational Secrets of the Salem Region,1,1,1231830934,1231830934,0,0,0,0,0,0
52,52,page,,Salem Oregon - A City & Region with Diverse Appeal,1,1,1231831006,1231831006,0,0,0,0,0,0
53,1736,page,,"No Witches Here - the History of Salem, Oregon",1,1,1231831054,1241475807,0,0,0,0,0,0
54,21477,page,,Board of Directors,1,1,1231831094,1443031096,0,0,0,0,0,0
55,2241,page,,Salem Oregon Boosters / Volunteers,1,1,1231831129,1245773964,0,0,0,0,0,0
56,21472,page,,Contact Us,19,1,1231831158,1443029166,0,0,0,0,0,0
57,20853,page,,Job Openings,19,1,1231831190,1433797468,0,0,0,0,0,0
58,2244,page,,Marion/Polk County,1,1,1231831229,1245774060,0,0,0,0,0,0
59,21593,page,,"Reports, Research & Industry",1,1,1231831270,1444844967,0,0,0,0,0,0
60,60,page,,Souvenirs,1,1,1231831303,1231831303,0,0,0,0,0,0
61,21176,page,,Travel Cafe Visitors Center,1,1,1231831343,1437070594,0,0,0,0,0,0
62,20499,page,,Member Information,1,1,1231839020,1430511171,0,0,0,0,0,0
63,63,page,,About SVCA,1,1,1231839093,1231839093,0,0,0,0,0,0
64,14147,page,,Testimonials,1,1,1231839163,1369273248,0,0,0,0,0,0
65,21736,page,,Current Members,1,1,1231839244,1445468394,0,0,0,0,0,0
66,21773,page,,Industry Newsletters,1,1,1231839439,1446133636,0,0,0,0,0,0
67,21779,page,,Marketing Exchange Luncheons,19,1,1231839519,1446154047,0,0,0,0,0,0
68,68,page,,Adventures in Marion and Polk County ,1,1,1231842580,1231842601,0,0,0,0,0,0
69,6400,listing,,Aurora Colony Visitors Association,1,1,1231926566,1277154175,0,0,0,0,0,0
70,1761,page,,Adventures in Polk & Marion Counties,1,1,1231928983,1241807502,0,0,0,0,0,0
76,76,story,,Travel Salem Unveils äóìAbsolutely Oregonäóù,1,1,1232341664,1232342710,2,1,0,0,0,0
